"",Label,ACETATE,PROPIONATE,ISOBUTYRATE,BUTYRATE,2-METHYL-BUTYRATE,ISOVALERATE,VALERATE,CAPROATE
274,SHAM-PAN,-0.658184140053924,1.18189224550959,-0.730630962811052,0.788816656119588,0.0847530024633081,-1.04560389101587,-1.82745390601249,-1.51454363526547
275,SHAM-PAN,1.30704013869632,-1.31590045116145,0.852378992860346,-1.21293351236809,1.45752538334848,0.554551211867397,0.0136407191592275,0.241183178457954
276,SHAM-PAN,1.45715734453913,-0.69089818907228,-2.5283240504995,-1.27869576483057,1.70120942649223,0.398940107018595,-0.0327470094051641,-0.466568233061494
278,SHAM-PAN,-2.23642094892259,1.37300296488221,0.00252902480679591,2.76785446107621,0.472571088463051,-1.00705033455555,-0.875734704087095,-2.40828143749583
279,SHAM-PAN,-1.3045370765355,0.444829885074661,1.1590381005052,2.54680042057758,1.96305793612881,-0.0198872857878384,0.256854706184981,-0.638914424756197
280,SHAM-PAN,0.509397889505346,-1.00853384652852,1.90827270756156,-0.37353175000255,0.863624410422285,0.538841854924192,0.80521513355277,0.874236453229172
281,SHAM-PAN,-0.0143673658359754,0.70505928403812,-0.996982892199222,0.382249179885582,-0.160001749322286,-1.30367100220635,-1.11811514028222,-0.690295676942131
282,SHAM-PAN,0.380992964222038,0.63405191136501,-1.95271309269353,0.0976954963525855,-1.91219771107014,-1.75724889834777,-1.38937972527002,-1.00926917640584
283,SHAM-PAN,1.41610184982944,-1.6586348088344,0.217877152662728,-0.84378713315825,-0.027180671717749,-0.312899269115211,0.3528850378561,0.436227967225066
284,SHAM-VEH,-0.0503228881782395,0.226232303412399,0.798799739799217,0.174661918504637,0.857446828206136,0.324821488926332,0.118452939278656,0.185263639760752
285,SHAM-VEH,-0.234700992228229,0.928581682810292,-0.356533033565128,0.433292648844018,-0.389942639130593,-1.36635805381087,-1.17313517813264,-1.14646834264929
286,SHAM-VEH,0.83195796446856,0.109287954838978,-0.771417478338132,-0.482802701535,-0.500261765144505,-1.01846901510163,-0.678036573660904,-0.604693560494147
287,SHAM-VEH,0.144877441644349,0.0210106986750557,0.812852748733723,-0.516157154588765,1.63973473689478,0.416341553015768,0.676338526061825,0.428812316355521
288,SHAM-VEH,-1.39478222137448,1.34134701445674,-0.171820463673952,1.01671831983985,-1.26317608881258,-0.948416833747875,-0.649252842435174,-0.581564606392044
289,SHAM-VEH,1.11655667501779,-0.968111570268288,0.0755274041227224,-0.402924492277124,0.28604113221246,-0.381527020077651,0.211181068495466,0.217199281564011
290,SHAM-VEH,0.47150336115157,0.0998243952399619,0.0441661273986909,0.155766436046219,0.0947852363645268,-0.746121161496564,-0.392509343308258,-0.323488307545192
291,SHAM-VEH,-1.81201708803429,1.76509984320909,-2.05095432998561,1.77936743142411,-1.81175529843886,-2.83910652136057,-3.26527487385314,-3.57921646067064
293,SHAM-VEH,0.992531222411895,-0.276486572777211,-0.545470412786928,-0.67995474700138,-0.171440848813436,-1.14995446456268,-0.440715364811446,-0.100106854871841
234,TBI-PAN,0.11877784380409,-0.755769434176255,0.720506430419384,-0.780540851626586,0.79329101037003,0.868029247664325,1.02201442467645,1.4451384434901
236,TBI-PAN,-0.0707773729688198,-1.0958996391191,0.428733830708803,-0.91578667917897,0.942977243901103,1.07548749365423,1.73069109700318,1.83521214456912
237,TBI-PAN,-0.87505937013695,0.288226776159782,0.998727862902671,0.625891265340007,0.859854043427799,1.64855087694434,0.978081327601626,0.858535284618698
238,TBI-PAN,0.265439769633132,-0.785146236417826,0.83256406312003,-0.82804823895349,0.98003807720139,1.55141650954201,1.21790522508918,1.1683768941921
239,TBI-PAN,-1.35831768168269,-0.809532976622502,2.819468002142,0.357763837360473,3.31236753913931,2.08480025836136,1.70492437939193,2.02094316064994
240,TBI-PAN,0.89269736405671,-0.996818949411034,0.60298070047923,-0.863605854046884,0.895371159485994,0.662242557855059,0.525182934835661,0.626694000779203
241,TBI-PAN,-0.734373854402422,1.02948616200653,-0.464099351153824,0.575154395194606,-0.103790470521585,-0.170861040293554,-0.719123695464795,-0.484466565312788
242,TBI-PAN,-0.100455787476715,-0.673074995479934,1.25048971696355,-0.604023209201317,1.02089736156148,1.09411875972665,1.76075125727462,1.4118511067512
